F_0,F_1,F_2,Points_Magnitude
-138.9324770535,35.4811621852,131.0856112553,1.4331121445
-130.7831046706,0.9360736065,131.0719964974,1.3529994488
101.7748925569,0.1034980471,130.9377197313,1.3492134809
27.3864040224,-0.1656011567,130.7652018730,1.3632473946
127.0624339886,57.5352038594,130.6850089992,1.4794744253
-51.0740101543,-0.0172911452,130.5708509226,1.3403557539
45.7204174788,-0.0054874531,130.4146658804,1.3386386633
141.9802372502,44.9007523257,130.3616733243,1.4544578791
45.5676870977,0.0377871175,130.2376978447,1.3121509552
119.0652184052,26.5789808770,130.0181299991,1.4347690344
-61.5494824983,48.5928683806,129.8610416473,1.4687122107
36.6018057038,-0.0235966171,129.8515265410,1.3249124289
-6.2187723969,-0.0146125479,129.7497988872,1.3460897207
153.4554030190,6.4596098730,129.6212651995,1.3931984901
-150.7128921154,52.3735714865,129.6000666331,1.4455645084
156.2832109679,29.1866112303,129.5698396595,1.4310824871
32.9293456184,51.7645064771,129.4316430980,1.4930348396
-172.2016032454,15.1770754485,129.3618035377,1.3801792860
-34.7068240623,-0.0011048019,129.3217453252,1.3288632631
87.5063444347,-114.1596941677,129.3011646854,1.5625944138
35.8887162055,-0.0236592310,129.2885690306,1.2717336416
131.4581972822,0.1176901271,129.1413117444,1.3665138483
167.7389711632,41.2227332454,129.1317086172,1.4419124126
27.7816465723,50.3986965925,129.0640099371,1.4876381159
36.3805933320,-0.0155575622,129.0424572120,1.3381865025
132.1654378325,46.4447644230,129.0297031967,1.4580397606
27.7724782332,50.5815369412,128.9944198433,1.4888197184
155.7255262500,10.0797814441,128.8051874404,1.4023023844
-28.2675899101,-0.0078214523,128.7493802235,1.3301693201
43.2391211382,-0.0999135205,128.5452290832,1.2840461731
45.0059636803,-0.0036699756,128.5439145552,1.3254276514
-165.0119658159,28.5567315255,128.2350250639,1.3999972343
-41.1790824705,-0.0048102110,128.1180769994,1.3280113935
93.2873874318,-0.0467484496,128.0082792229,1.3524894714
175.8923251597,44.1497337653,127.5930721965,1.4460388422
-27.0357047714,-0.0099204869,127.4952636388,1.3169981241
45.3411513733,-0.0216156208,127.2988591149,1.2964532375
-62.1845387619,-0.0028403303,127.1442606483,1.3381292820
-124.2421317384,36.3304109883,127.1024607300,1.4155769348
50.7424156962,0.0200798149,127.0457031596,1.3390207291
-107.6868512008,-0.2612927026,127.0242473683,1.3448350430
-27.8138845136,-0.0072048168,126.8566273708,1.3035000563
-135.2730177907,38.8486192426,126.7646486597,1.4069778919
-72.9871942642,0.0036691316,126.7088422918,1.3363145590
114.0953559002,-127.9226539841,126.6391333754,1.5693476200
-177.0204175080,29.9018221419,126.4758847171,1.4013829231
122.5864209695,40.1512411465,126.4484490366,1.4519864321
117.0378104664,0.3511763204,126.0507001430,1.3584148884
-45.4406168301,-92.4039246259,125.8811987957,1.5611778498
168.1446294920,21.5535235684,125.8273136940,1.4160382748
154.9387964686,49.1183486220,125.8267407294,1.4583845139
3.5772631939,-83.8331291254,125.6494192745,1.5560418367
26.6395027030,-0.0019842326,125.5645410746,1.3371710777
41.5688280102,-91.4695055444,125.3943568843,1.5566798449
-33.5933934464,0.0018645492,125.1746044290,1.3155080080
67.8862896450,-0.2715246671,125.0804895615,1.3393168449
163.6139511437,32.2955849888,125.0600679491,1.4326909781
154.3514551822,18.6213550992,124.7849601643,1.4149912596
-116.8521008194,-127.7789749974,124.5187251631,1.5774008036
74.3110104672,-0.3397173002,124.5007678344,1.3387942314
26.5682483903,-0.0180863423,124.5007538283,1.2577176094
157.9273315240,-154.5472301831,124.4464010069,1.5839742422
147.7518510072,1.9829845859,124.4338294261,1.3807287216
2.7343282303,1.6335878449,124.4049881774,1.3733024597
13.1710023429,1.2870318749,124.1572100137,1.3733032942
130.4283075956,-135.5988785921,123.8705672155,1.5717202425
56.3379815122,0.0239239324,123.7968416024,1.3389129639
-46.3028035106,-0.0064632061,123.7513125989,1.3272533417
-142.2877984487,2.4196906359,123.7404078390,1.3557518721
166.0521694435,13.9964410173,123.7162193473,1.4063872099
-33.1770891190,0.0007421823,123.6315172896,1.3021581173
107.6113622298,0.1271238922,123.5200867614,1.3529597521
2.9277073332,-0.0080619925,123.3435102192,1.3474947214
-39.6289715734,0.0007378067,123.2501682095,1.3146446943
155.0323571459,22.9776815688,123.2047443039,1.4209527969
-4.8426294516,-82.2442159804,122.7542615891,1.5565203428
-129.4914026941,32.9311021741,122.7133408014,1.4211939573
-153.8234000080,58.0636300154,122.4830159297,1.4492352009
70.5749959893,49.9201991423,122.3973690675,1.4836281538
137.8753378866,60.1768126932,122.3787926622,1.4803880453
164.0007489074,23.0436532517,122.3684286232,1.4206281900
13.4004180691,-81.3486478303,122.3499205164,1.5553197861
-25.8920721023,-0.0085980870,122.3388281409,1.2903494835
48.7541656197,0.0288638496,122.3003982599,1.3258707523
-89.6491525343,0.0144727182,121.9982754113,1.3334410191
24.1537620091,-0.0884366952,121.9808346007,1.3501709700
43.6869455661,49.8974205293,121.9342829880,1.4932485819
213.2338157573,-210.0811049093,121.7432382814,1.6000485420
-164.5635892346,6.3082051920,121.7403249430,1.3670819998
-107.0576585630,52.2204933509,121.7276631032,1.4606825113
48.3324239241,0.1561202507,121.5670365193,1.3130611181
-95.8232218993,52.0562571632,121.5317366558,1.4654748440
-139.9490362135,32.2488472262,121.1663647981,1.4085206985
-38.9520935003,0.0018350528,121.1356010601,1.3012884855
47.7730733059,0.0311501214,120.9668899114,1.3033101559
164.3290477021,6.4159783817,120.6148941969,1.3936871290
-81.3351691324,0.0102700223,120.5198083541,1.3349187374
175.8277852204,8.1364735395,120.3796164687,1.3939590454
-113.6438853287,-121.1201716642,120.3789838891,1.5718163252
-15.7271462143,-0.0160735923,120.3502528196,1.2650001049
85.4455663079,-0.1084642927,120.2608407631,1.3421161175
2.9088895410,-0.0003712342,119.9992493402,1.2416684628
158.8940970991,15.0534450363,119.9411587749,1.4070773125
-32.1846285353,0.0007842930,119.9331170910,1.2888191938
179.9469906692,15.5451571139,119.5542002412,1.4069379568
41.8103783361,-0.1067937591,119.5262796005,1.2712874413
177.5887813136,41.3959183499,119.4394004068,1.4417303801
-119.7085657673,-0.0554294804,119.3455695987,1.3426600695
-46.7449362167,-0.0006395694,119.3251255040,1.3136864901
46.8533247569,-0.0617889527,119.1402276374,1.2878893614
-130.5825775329,-133.0118881359,119.0902349893,1.5801994801
35.0146119519,47.0784326212,119.0593000885,1.4885126352
-157.2107929578,-150.8456184774,118.8758042077,1.5918005705
40.8936448435,47.1900905812,118.8642213420,1.4884603024
-135.7063180780,37.9546620540,118.8019768120,1.4284809828
-73.0850860948,48.3885737003,118.7671174166,1.4688698053
-44.4323059217,0.0019429543,118.6812927260,1.3005236387
-118.8211411734,54.1842260725,118.4864936865,1.4592363834
32.8246343267,-0.0266920359,118.4629325747,1.2586370707
13.9230855688,-0.0012765379,118.4100020228,1.2432074547
-62.5664971229,45.6646464100,118.3705102700,1.4666439295
-5.7347759843,-0.0068276369,118.1894503620,1.2399653196
139.8922681612,0.1282398056,118.0991659156,1.3681199551
-37.9614714085,-0.0003673530,118.0546978680,1.2879382372
106.9525241970,-117.4424583388,118.0128235837,1.5631942749
253.8132854897,-242.8006662699,117.8253381085,1.6146746874
161.7256826082,49.7612227082,117.7720587966,1.4581835270
177.0010648163,23.2718507702,117.4754655188,1.4200822115
48.2543927553,-0.0289433224,117.4694698703,1.2984163761
119.1662243558,0.0333559735,117.3127233981,1.3493467569
175.4835877668,32.6315443919,117.3121261449,1.4324491024
-191.3087553093,20.6027949281,117.3043431817,1.3876473904
-58.9830787897,0.0000572395,116.9622240039,1.3245326281
146.7740743683,-141.7398141917,116.8648119713,1.5778173208
-25.5505667141,-0.0044219873,116.6682857278,1.2768563032
55.0297876847,49.1522105948,116.6587360091,1.4905395508
-134.3459516227,36.5851626209,116.2915819306,1.4167932272
115.5794019964,-0.0256932615,116.2779900387,1.3529144526
-294.5409637844,-306.5197562724,116.2019073180,1.6338386536
-31.1569160777,0.0013669110,116.0953318832,1.2754864693
181.6866979837,-170.8153343764,116.0813981107,1.5860296488
13.4024245492,-0.0804370397,116.0355273504,1.3488701582
-95.6119112951,-105.3945623933,115.7577303878,1.5651274920
46.7947771480,47.8718435339,115.6953085242,1.4915823936
195.9174356295,45.2397917117,115.6013843761,1.4453129768
54.1379290303,0.0239092665,115.3901241081,1.3257479668
141.3745267232,52.5508455668,115.2800328248,1.4673962593
85.7090956480,49.4040541941,115.2455457131,1.4833580256
-45.0858477919,0.0001302376,115.0738976752,1.2869694233
-36.9649618724,0.0010910892,114.9512619821,1.2745987177
45.3104502843,-0.1148927001,114.6569833787,1.2714538574
-211.1819241606,-202.9158710019,114.5610828230,1.6069265604
-65.9259448523,-0.0010449409,114.4085741431,1.3229682446
48.5506462010,-83.9412612293,114.2502630824,1.5548286438
-124.5591994176,56.9548144888,114.0212692706,1.4630784988
106.2590701896,-0.2215200110,113.8892485245,1.3431723118
-21.8275649022,43.7626107963,113.7655004738,1.4837870598
-23.9956389669,-0.0101313489,113.5661400598,1.2637275457
22.8474811400,-0.0133239070,113.5410474276,1.2443825006
-55.4208817736,-0.0002380398,113.2689846914,1.3113379478
-30.3497127319,-0.0026560736,113.0947696837,1.2621651888
67.0371686556,-90.8131316047,113.0328203804,1.5562250614
-124.1414573267,-0.0468847819,113.0039838352,1.3424395323
-42.2739453371,0.0007260402,112.9157053354,1.2738178968
89.2971101584,-101.5674538989,112.9026341873,1.5567318201
-85.5868182896,-0.0429401869,112.7870777265,1.3329851627
-6.9058723457,-74.6818176944,112.5792293103,1.5512857437
-49.9882776604,-83.7279639091,112.5260369417,1.5606864691
-82.4485918279,49.0252059005,112.2745764736,1.4675558805
59.9962005679,0.0004674460,112.1698513446,1.3260334730
-70.5989476558,-91.3467693848,112.1229416259,1.5633140802
38.4362707378,-0.0883607025,112.0872515349,1.2588733435
-30.9854918565,43.5534781105,112.0116904718,1.4803158045
-36.0047626850,-0.0003397825,111.9721763821,1.2612656355
-176.5559248330,12.1513185543,111.6377599976,1.3759719133
79.3598601020,-0.1100116311,111.6355834776,1.3256840706
-145.5166624719,-138.6771172825,111.5844910580,1.5862541199
15.9409525518,-74.3797333307,111.5374921288,1.5494064093
193.0962291889,36.4924476360,111.5046536000,1.4324859381
-14.5655236590,-0.0147401645,111.4968826824,1.2384423018
153.6272158385,1.6565087639,111.2950143520,1.3804637194
100.7817131823,50.9483967121,111.2858416375,1.4814959764
50.2870558893,0.1308959073,111.1623385620,1.3123118877
-144.3799713849,59.8484910532,111.0073043849,1.4589732885
-147.4148278418,52.7593998783,110.9857441403,1.4440740347
57.0115816392,48.0537226736,110.5673756276,1.4949939251
-249.8470162345,-234.7629624587,110.4822204133,1.6192595959
-55.6123814823,0.0002197130,110.2694349853,1.2977371216
-24.1199368288,-0.0155481639,110.1873003789,1.2502493858
-148.1033313100,2.3109925006,110.1124902373,1.3538641930
204.3327552191,45.1827600351,110.0341749734,1.4414603710
-109.3154645144,0.0021094833,109.9536391415,1.3300930262
-49.0487638710,44.8113164815,109.7364802934,1.4799666405
168.1364950230,52.5320393384,109.6583720754,1.4588388205
-163.1298272705,6.0908722747,109.6502463615,1.3651590347
68.4162903086,-0.0786807654,109.5814667715,1.3259994984
-29.3731091313,-0.0147759954,109.4796013139,1.2488499880
119.6326850350,0.0723934237,109.4506508361,1.3529992104
201.1205355067,46.7807035362,109.3676002406,1.4456952810
143.7592010242,53.3745965649,109.0551159092,1.4706550837
-42.6972878387,0.0006521026,108.9743987340,1.2602763176
130.3097872503,0.1726560021,108.8977943825,1.3585268259
132.6988289131,-128.9476348525,108.7691097236,1.5692662001
-53.2068138728,0.0006117044,108.7338296058,1.2845622301
184.3301002811,50.8187971645,108.7180893201,1.4545559883
50.6440381327,-0.0294304194,108.5766854859,1.2970701456
110.6655919514,54.5293742360,108.0543979836,1.4841465950
-34.6742312472,-0.0082816326,107.8907929166,1.2479439974
-70.7160682828,0.0079136021,107.7791194919,1.3221621513
-94.8833026164,-0.0463430317,107.6027792125,1.3315427303
-62.0269857387,-0.0084861332,107.5793901500,1.3095809221
-175.4616734826,-160.4890622042,107.3861894657,1.5943812132
-15.8374901865,-71.7018981860,107.3405407623,1.5501019955
-135.4527577490,-128.9758864568,106.9850945229,1.5785192251
169.4685060914,5.8912019981,106.9552345581,1.3898671865
58.3516617680,46.8089961428,106.9200703351,1.4921605587
22.7640909419,-72.3162602991,106.8915249897,1.5447767973
29.5419164107,-0.0226742743,106.7219250515,1.2455046177
189.7876243504,31.6159541039,106.5384337036,1.4283835888
-41.3023185443,42.7934804190,106.3594195554,1.4842787981
186.7279427870,16.2449032772,106.1477469406,1.4066612720
-162.1831644499,32.5011733200,106.0830963280,1.4067770243
-22.4031557669,-0.0178539280,106.0548405429,1.2371439934
-39.5996381390,-0.0011603111,105.7757854457,1.2471464872
139.3326868748,56.8902780765,105.6985048277,1.4800368547
-146.5228117798,32.7373287279,105.1319492952,1.4152780771
95.7731992950,-0.4658133313,105.0662790757,1.3264712095
-157.4920023727,55.4003367992,104.8817568557,1.4468228817
-52.8811224390,-0.0000436475,104.8467590298,1.2709727287
-60.4558357906,-0.0095507907,104.7545261514,1.2961804867
-104.7093118024,-0.0071274837,104.7385575332,1.3296302557
183.5445041433,23.6128838917,104.5663240747,1.4186774492
83.1161168358,-0.3602863563,104.5085701347,1.3264284134
47.9308614489,-0.0823782030,104.4439676670,1.2727007866
-27.9804545046,-0.0209911691,104.3425064813,1.2355465889
-99.9348164281,49.8697334988,104.2578844799,1.4642417431
139.9019832892,50.6510215340,104.1013088365,1.4666570425
-130.0892019765,-121.4254007303,103.8244671797,1.5729163885
-186.7182789656,21.7736475001,103.7863027985,1.3914666176
143.4548138820,-0.0161188980,103.7550950024,1.3667494059
196.8781028133,34.4888548477,103.6064035010,1.4318461418
-25.6166211393,-70.1936927388,103.5748738520,1.5480504036
-141.5713047110,42.6603372433,103.0174272671,1.4348191023
-50.3219802542,0.0000966285,102.8352382542,1.2578179836
-33.8081665505,-71.2008610228,102.8076631974,1.5483974218
-61.6357059700,45.1734318861,102.7195986909,1.4781918526
124.5579392767,-119.2029912246,102.7094918972,1.5631208420
-32.8793038809,-0.0106888144,102.4329820078,1.2346292734
79.4188717241,50.3892219461,102.3962786333,1.4961752892
83.2489313902,49.1294908386,102.1764235956,1.4882556200
-58.9432026936,-0.0110022363,102.0292165047,1.2827785015
148.2286383893,-135.7447112719,102.0164831413,1.5713192225
-110.3884309204,-105.5241270718,101.9796773782,1.5666707754
70.5748486715,-83.6377571022,101.6779170295,1.5540487766
55.0224219288,-0.0050937929,101.6364147659,1.3130335808
-74.2875163882,-84.6278439432,101.3525841883,1.5615887642
125.6057812523,56.5687773128,101.2046981184,1.4840191603
63.7066246687,45.5989160478,101.1501762737,1.4888111353
-22.1123156238,-0.0189284605,100.8147664241,1.2236821651
21.5638271246,-0.0144743789,100.7559490857,1.2313112020
35.7196956024,-0.0640353264,100.5447137242,1.2458816767
30.8488187171,-69.2217333435,100.3820536054,1.5436959267
75.0317893483,48.4088451311,100.2624791105,1.4920927286
-67.6778703603,-0.0059934615,100.1990053361,1.3086150885
104.1914385550,-102.5420606228,100.0016001238,1.5569497347
-57.7131676523,-0.0092038964,99.7948610314,1.2693833113
-86.9531459993,50.3802652837,99.7872099844,1.4781333208
-32.6863520151,39.8361476847,99.6460061262,1.4862796068
-21.7573619060,-66.1897073590,99.5126513508,1.5440196991
-38.9792741409,0.0003292376,99.4971184334,1.2336187363
182.3428272368,52.1042634332,99.4750363106,1.4578188658
59.9584695014,45.4393166960,99.3856037209,1.4963510036
153.2190059443,1.4840426430,99.3509381140,1.3795853853
-66.6676769200,46.3168587548,99.3484605427,1.4818454981
192.3660151997,17.5963482114,99.3300067699,1.4061647654
-4.8476691236,-0.0060394433,99.2801145886,1.2134840488
-122.6084557673,55.7062680045,99.1990120056,1.4632430077
-150.0881109382,35.5457089123,99.0124043331,1.4215636253
200.6325570735,-182.0454929187,98.9988333600,1.5914193392
-22.0746511532,-64.2645899047,98.9802776102,1.5382213593
-151.9539014153,59.0190498493,98.9158868600,1.4570291042
193.0505360718,24.0693581047,98.8319926755,1.4191670418
59.8562447138,-0.0493772357,98.8220351017,1.3136317730
69.5422338393,47.0519235209,98.5939200226,1.4958841801
-133.5712372667,0.0001234849,98.5167127912,1.3402559757
117.9064338009,-0.0924536028,98.5038453039,1.3434888124
-78.3026284555,47.6154818781,98.4797524411,1.4744547606
-72.5712795011,47.0623548169,98.4778778270,1.4770555496
-4.5780340051,-64.3481758403,98.4500374021,1.5442223549
34.2440115967,42.6948395616,98.3565464035,1.5012032986
-64.6505883548,-0.0184710778,98.3563986133,1.2954468727
-26.3293278185,-0.0205539245,98.2590699283,1.2222501040
-147.9109798001,-133.5459457016,98.1303164860,1.5806962252
208.9297356376,-195.8354417889,98.1119755241,1.5971608162
2.6524815691,-64.0082243373,98.0587785648,1.5436947346
68.4412718769,45.5775252930,98.0185468925,1.4886662960
-75.3136235142,-0.0344617470,97.9781064948,1.3198853731
-49.3990417676,0.0013880002,97.9435877457,1.2442404032
52.3035410015,-0.0218221221,97.9330876071,1.2996367216
152.3158794150,52.9578115198,97.8876803509,1.4704439640
-176.1579607485,29.2749821770,97.8399495276,1.4028962851
128.3074419982,-0.0051378325,97.7727831855,1.3533287048
87.2917774601,51.1868675908,97.6942354244,1.4972801208
2.3730558065,-0.0038968741,97.6346902180,1.2152241468
88.0642395341,50.2719655828,97.4757967852,1.4911319017
174.1663888825,7.2296427484,97.3012788009,1.3936680555
-12.7046505773,-0.0128311840,97.2974983436,1.2119264603
-111.5965017811,-0.0090141000,97.0972572140,1.3287913799
